#,Card,Card type,Type,G.S.,Level,ATK,DFD,picture,card_wiki_url
456,Minomushi Warrior,Monster,Rock,"Uranus, Venus",4.0,1300.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/1/14/MinomushiWarrior-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221163957,https://yugioh.fandom.com/wiki/Minomushi_Warrior_(FMR)
457,Stone Ghost,Monster,Rock,"Uranus, Mercury",4.0,1200.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/6/62/StoneGhost-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221163959,https://yugioh.fandom.com/wiki/Stone_Ghost_(FMR)
458,Kaminari Attack,Monster,Thunder,"Pluto, Venus",5.0,1900.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/9/92/KaminariAttack-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221163952,https://yugioh.fandom.com/wiki/Kaminari_Attack_(FMR)
459,Tripwire Beast,Monster,Thunder,"Pluto, Saturn",4.0,1200.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/6/65/TripwireBeast-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221164001,https://yugioh.fandom.com/wiki/Tripwire_Beast_(FMR)
460,Bolt Escargot,Monster,Thunder,"Pluto, Jupiter",5.0,1400.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/e/eb/BoltEscargot-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221163949,https://yugioh.fandom.com/wiki/Bolt_Escargot_(FMR)
461,Bolt Penguin,Monster,Thunder,"Pluto, Moon",3.0,1100.0,800.0,https://static.wikia.nocookie.net/yugioh/images/2/22/BoltPenguin-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133220,https://yugioh.fandom.com/wiki/Bolt_Penguin_(FMR)
462,The Immortal of Thunder,Monster,Thunder,"Pluto, Sun",4.0,1500.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/1/13/TheImmortalofThunder-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215507,https://yugioh.fandom.com/wiki/The_Immortal_of_Thunder_(FMR)
463,Electric Snake,Monster,Thunder,"Pluto, Mars",3.0,800.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Electric_Snake_(FMR)
464,Wing Eagle,Monster,Winged Beast,"Saturn, Mercury",5.0,1800.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Wing_Eagle_(FMR)
465,Punished Eagle,Monster,Winged Beast,"Saturn, Pluto",6.0,2100.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Punished_Eagle_(FMR)
466,Skull Red Bird,Monster,Winged Beast,"Saturn, Sun",4.0,1550.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/3/33/SkullRedBird-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133220,https://yugioh.fandom.com/wiki/Skull_Red_Bird_(FMR)
467,Crimson Sunbird,Monster,Winged Beast,"Mars, Mercury",6.0,2300.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/f/f3/CrimsonSunbird-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215321,https://yugioh.fandom.com/wiki/Crimson_Sunbird_(FMR)
468,Queen Bird,Monster,Winged Beast,"Saturn, Moon",5.0,1200.0,2000.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Queen_Bird_(FMR)
469,Armed Ninja,Monster,Warrior,"Neptune, Mars",1.0,300.0,300.0,https://static.wikia.nocookie.net/yugioh/images/a/a9/ArmedNinja-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133221,https://yugioh.fandom.com/wiki/Armed_Ninja_(FMR)
470,Magical Ghost,Monster,Zombie,"Moon, Pluto",4.0,1300.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Magical_Ghost_(FMR)
471,Soul Hunter,Monster,Fiend,"Moon, Jupiter",6.0,2200.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/e/e4/SoulHunter-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133221,https://yugioh.fandom.com/wiki/Soul_Hunter_(FMR)
472,Air Eater,Monster,Fiend,"Moon, Saturn",6.0,2100.0,1600.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Air_Eater_(FMR)
473,Vermillion Sparrow,Monster,Pyro,"Mars, Venus",5.0,1900.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/8/8e/VermillionSparrow-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133222,https://yugioh.fandom.com/wiki/Vermillion_Sparrow_(FMR)
474,Sea Kamen,Monster,Aqua,"Neptune, Sun",4.0,1100.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Sea_Kamen_(FMR)
475,Sinister Serpent,Monster,Reptile,"Neptune, Jupiter",1.0,300.0,250.0,https://static.wikia.nocookie.net/yugioh/images/5/5f/SinisterSerpent-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133222,https://yugioh.fandom.com/wiki/Sinister_Serpent_(FMR)
476,Ganigumo,Monster,Insect,"Jupiter, Sun",2.0,600.0,800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Ganigumo_(FMR)
477,Alinsection,Monster,Insect,"Jupiter, Moon",3.0,950.0,700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Alinsection_(FMR)
478,Insect Soldiers of the Sky,Monster,Insect,"Saturn, Neptune",3.0,1000.0,800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Insect_Soldiers_of_the_Sky_(FMR)
479,Cockroach Knight,Monster,Insect,"Jupiter, Venus",3.0,800.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Cockroach_Knight_(FMR)
480,Kuwagata α,Monster,Insect,"Jupiter, Mercury",4.0,1250.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/7/71/Kuwagata%CE%B1-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170755,https://yugioh.fandom.com/wiki/Kuwagata_α_(FMR)
481,Burglar,Monster,Beast,"Jupiter, Uranus",3.0,850.0,800.0,https://static.wikia.nocookie.net/yugioh/images/8/8d/Burglar-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215320,https://yugioh.fandom.com/wiki/Burglar_(FMR)
482,Pragtical,Monster,Dinosaur,"Uranus, Neptune",5.0,1900.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Pragtical_(FMR)
483,Garvas,Monster,Beast,"Jupiter, Pluto",6.0,2000.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/3/37/Garvas-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215324,https://yugioh.fandom.com/wiki/Garvas_(FMR)
484,Ameba,Monster,Aqua,"Neptune, Moon",1.0,300.0,350.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Ameba_(FMR)
485,Korogashi,Monster,Insect,"Jupiter, Neptune",2.0,550.0,400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Korogashi_(FMR)
486,Boo Koo,Monster,Spellcaster,"Sun, Jupiter",2.0,650.0,500.0,https://static.wikia.nocookie.net/yugioh/images/f/f4/BooKoo-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133223,https://yugioh.fandom.com/wiki/Boo_Koo_(FMR)
487,Flower Wolf,Monster,Beast,"Jupiter, Sun",5.0,1800.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Flower_Wolf_(FMR)
488,Rainbow Flower,Monster,Plant,"Jupiter, Moon",2.0,400.0,500.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Rainbow_Flower_(FMR)
489,Barrel Lily,Monster,Plant,"Jupiter, Venus",3.0,1100.0,600.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Barrel_Lily_(FMR)
490,Needle Ball,Monster,Fiend,"Moon, Uranus",2.0,750.0,700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Needle_Ball_(FMR)
491,Peacock,Monster,Winged Beast,"Jupiter, Mercury",5.0,1700.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Peacock_(FMR)
492,Hoshiningen,Monster,Fairy,"Sun, Neptune",2.0,500.0,700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Hoshiningen_(FMR)
493,Maha Vailo,Monster,Spellcaster,"Sun, Venus",5.0,1550.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Maha_Vailo_(FMR)
494,Rainbow Marine Mermaid,Monster,Fish,"Neptune, Venus",5.0,1550.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Rainbow_Marine_Mermaid_(FMR)
495,Musician King,Monster,Spellcaster,"Sun, Mars",5.0,1750.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Musician_King_(FMR)
496,Wilmee,Monster,Beast,"Jupiter, Uranus",4.0,1000.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Wilmee_(FMR)
497,Yado Karu,Monster,Aqua,"Neptune, Mercury",4.0,900.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Yado_Karu_(FMR)
498,Morinphen,Monster,Fiend,"Moon, Neptune",5.0,1550.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Morinphen_(FMR)
499,Kattapillar,Monster,Insect,"Jupiter, Neptune",1.0,250.0,300.0,https://static.wikia.nocookie.net/yugioh/images/2/2f/Kattapillar-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215327,https://yugioh.fandom.com/wiki/Kattapillar_(FMR)
500,Dragon Seeker,Monster,Fiend,"Moon, Mercury",6.0,2000.0,2100.0,https://static.wikia.nocookie.net/yugioh/images/6/6b/DragonSeeker-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133223,https://yugioh.fandom.com/wiki/Dragon_Seeker_(FMR)
501,Man-eater Bug,Monster,Insect,"Jupiter, Pluto",2.0,450.0,600.0,https://static.wikia.nocookie.net/yugioh/images/b/b7/ManeaterBug-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170925,https://yugioh.fandom.com/wiki/Man-eater_Bug_(FMR)
502,D. Human,Monster,Warrior,"Uranus, Mars",4.0,1300.0,1100.0,https://static.wikia.nocookie.net/yugioh/images/8/82/DHuman-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133330,https://yugioh.fandom.com/wiki/D._Human_(FMR)
503,Turtle Raccoon,Monster,Aqua,"Jupiter, Sun",3.0,700.0,900.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Turtle_Raccoon_(FMR)
504,Fungi of the Musk,Monster,Fiend,"Jupiter, Moon",1.0,400.0,300.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Fungi_of_the_Musk_(FMR)
505,Prisman,Monster,Rock,"Uranus, Jupiter",3.0,800.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/1/18/Prisman-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133331,https://yugioh.fandom.com/wiki/Prisman_(FMR)
506,Gale Dogra,Monster,Insect,"Jupiter, Venus",2.0,650.0,600.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Gale_Dogra_(FMR)
507,Crazy Fish,Monster,Fish,"Neptune, Jupiter",4.0,1600.0,1200.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Crazy_Fish_(FMR)
508,Cyber Saurus,Monster,Machine,"Uranus, Sun",5.0,1800.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Cyber_Saurus_(FMR)
509,Bracchio-raidus,Monster,Dinosaur,"Uranus, Moon",6.0,2200.0,2000.0,https://static.wikia.nocookie.net/yugioh/images/c/c9/Bracchioraidus-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170742,https://yugioh.fandom.com/wiki/Bracchio-raidus_(FMR)
510,Laughing Flower,Monster,Plant,"Jupiter, Mercury",2.0,900.0,500.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Laughing_Flower_(FMR)
511,Bean Soldier,Monster,Plant,"Jupiter, Uranus",4.0,1400.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Bean_Soldier_(FMR)
512,Cannon Soldier,Monster,Machine,"Moon, Mars",4.0,1400.0,1300.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Cannon_Soldier_(FMR)
513,Guardian of the Throne Room,Monster,Machine,"Sun, Saturn",5.0,1650.0,1600.0,https://static.wikia.nocookie.net/yugioh/images/2/2f/GuardianoftheThroneRoom-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215325,https://yugioh.fandom.com/wiki/Guardian_of_the_Throne_Room_(FMR)
514,Brave Scizzar,Monster,Machine,"Moon, Jupiter",4.0,1300.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/e/e0/BraveScizzar-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215320,https://yugioh.fandom.com/wiki/Brave_Scizzar_(FMR)
515,The Statue of Easter Island,Monster,Rock,"Uranus, Venus",4.0,1100.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/The_Statue_of_Easter_Island_(FMR)
516,Muka Muka,Monster,Rock,"Uranus, Mercury",2.0,600.0,300.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Muka_Muka_(FMR)
517,Sand Stone,Monster,Rock,"Uranus, Mars",5.0,1300.0,1600.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Sand_Stone_(FMR)
518,Boulder Tortoise,Monster,Aqua,"Uranus, Neptune",6.0,1450.0,2200.0,https://static.wikia.nocookie.net/yugioh/images/a/aa/BoulderTortoise-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133332,https://yugioh.fandom.com/wiki/Boulder_Tortoise_(FMR)
519,Fire Kraken,Monster,Aqua,"Mars, Saturn",5.0,1600.0,1500.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Fire_Kraken_(FMR)
520,Turtle Bird,Monster,Aqua,"Saturn, Mars",6.0,1900.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Turtle_Bird_(FMR)
521,Skullbird,Monster,Winged Beast,"Saturn, Venus",6.0,1900.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Skullbird_(FMR)
522,Monstrous Bird,Monster,Winged Beast,"Saturn, Mercury",6.0,2000.0,1900.0,https://static.wikia.nocookie.net/yugioh/images/d/de/MonstrousBird-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20140216215502,https://yugioh.fandom.com/wiki/Monstrous_Bird_(FMR)
523,The Bistro Butcher,Monster,Fiend,"Moon, Saturn",4.0,1800.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/The_Bistro_Butcher_(FMR)
524,Star Boy,Monster,Aqua,"Neptune, Mars",2.0,550.0,500.0,https://static.wikia.nocookie.net/yugioh/images/9/9d/StarBoy-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20170704093549,https://yugioh.fandom.com/wiki/Star_Boy_(FMR)
525,Spirit of the Mountain,Monster,Spellcaster,"Uranus, Jupiter",5.0,1300.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/c/cf/SpiritoftheMountain-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170933,https://yugioh.fandom.com/wiki/Spirit_of_the_Mountain_(FMR)
526,Neck Hunter,Monster,Fiend,"Moon, Uranus",6.0,1750.0,1900.0,https://static.wikia.nocookie.net/yugioh/images/7/77/NeckHunter-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133332,https://yugioh.fandom.com/wiki/Neck_Hunter_(FMR)
527,Milus Radiant,Monster,Beast,"Jupiter, Neptune",1.0,300.0,250.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Milus_Radiant_(FMR)
528,Togex,Monster,Beast,"Uranus, Sun",5.0,1600.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Togex_(FMR)
529,Flame Cerebrus,Monster,Pyro,"Mars, Pluto",6.0,2100.0,1800.0,https://static.wikia.nocookie.net/yugioh/images/5/59/FlameCerebrus-FMR-EN-VG.png/revision/latest?cb=20180621232607,https://yugioh.fandom.com/wiki/Flame_Cerebrus_(FMR)
530,Eldeen,Monster,Spellcaster,"Mercury, Moon",3.0,950.0,1000.0,https://static.wikia.nocookie.net/yugioh/images/c/c0/Eldeen-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20190827235018,https://yugioh.fandom.com/wiki/Eldeen_(FMR)
531,Mystical Sand,Monster,Rock,"Mercury, Saturn",6.0,2100.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/c/c4/MysticalSand-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170928,https://yugioh.fandom.com/wiki/Mystical_Sand_(FMR)
532,Gemini Elf,Monster,Spellcaster,"Sun, Uranus",4.0,1900.0,900.0,https://static.wikia.nocookie.net/yugioh/images/5/5d/GeminiElf-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20131221170748,https://yugioh.fandom.com/wiki/Gemini_Elf_(FMR)
533,Kwagar Hercules,Monster,Insect,"Jupiter, Sun",6.0,1900.0,1700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Kwagar_Hercules_(FMR)
534,Minar,Monster,Insect,"Moon, Neptune",3.0,850.0,750.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Minar_(FMR)
535,Kamakiriman,Monster,Insect,"Jupiter, Moon",4.0,1150.0,1400.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Kamakiriman_(FMR)
536,Mechaleon,Monster,Reptile,"Neptune, Saturn",2.0,800.0,600.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Mechaleon_(FMR)
537,Mega Thunderball,Monster,Thunder,"Pluto, Mercury",2.0,750.0,600.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Mega_Thunderball_(FMR)
538,Niwatori,Monster,Winged Beast,"Jupiter, Venus",3.0,900.0,800.0,https://static.wikia.nocookie.net/yugioh/images/9/93/Niwatori-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20161023133333,https://yugioh.fandom.com/wiki/Niwatori_(FMR)
539,Corroding Shark,Monster,Zombie,"Moon, Pluto",3.0,1100.0,700.0,https://static.wikia.nocookie.net/yugioh/images/f/f0/Back-FMR-EN-VG.png/revision/latest/scale-to-width-down/200?cb=20210701203141,https://yugioh.fandom.com/wiki/Corroding_Shark_(FMR)
